,Artist,Total Views,Total de Inscritos,Avg
1162,Noah Cyrus,597.4,200.0,0.084
1163,Gradur,597.1,200.0,0.048
1164,Millind Gaba,596.7,100.0,0.132
1165,Sylwia Grzeszczak,596.5,100.0,0.111
1166,ZAZ,596.3,Não Informado,0.171
1167,BlocBoy JB,595.7,100.0,0.067
1168,Max Jenmana,595.1,200.0,0.071
1169,Kat DeLuna,594.6,200.0,0.085
1170,Louane,591.8,Não Informado,0.106
1171,Vázquez Sounds,589.9,100.0,0.044
1172,Alexio La Bestia,587.5,200.0,0.243
1173,Sumit Goswami,586.9,100.0,0.082
1174,Blondie,586.7,100.0,0.31
1175,Loubet,584.8,Não Informado,0.117
1176,BOL4,583.9,100.0,0.153
1177,ZHU,583.8,200.0,0.181
1178,Lil Jon,583.6,200.0,0.144
1179,Netta,583.5,200.0,0.22
1180,The Smashing Pumpkins,583.1,100.0,0.18
1181,Charlie Brown Jr.,580.1,100.0,0.204
1182,Nekfeu,579.3,100.0,0.071
1183,Rascal Flatts,575.7,100.0,0.103
1184,miss A,574.8,100.0,0.064
1185,Khaled,574.5,100.0,0.268
1186,Matchbox Twenty,573.9,100.0,0.177
1187,DeJ Loaf,572.9,200.0,0.134
1188,Cheat Codes,571.4,200.0,0.074
1189,E-Girls,568.2,Não Informado,0.034
1190,Luther Vandross,565.0,200.0,0.212
1191,Ligabue,564.9,Não Informado,0.073
1192,Girl's Day,563.4,Não Informado,0.06
1193,Enya,561.3,100.0,0.216
1194,Zay & Zayion,559.6,100.0,0.029
1195,Mithoon,559.1,100.0,0.21
1196,MC Brinquedo,558.4,100.0,0.045
1197,Emis Killa,558.0,Não Informado,0.085
1198,The Calling,557.4,100.0,0.131
1199,Bone Thugs-N-Harmony,557.2,200.0,0.126
1200,Hoàng Thuỳ Linh,556.9,100.0,0.582
1201,Ahmed Chawki,556.1,200.0,0.067
1202,Kelly Rowland,554.3,100.0,0.105
1203,D.R.A.M.,553.2,100.0,0.047
1204,Portugal. The Man,553.0,100.0,0.093
1205,Scooter,551.8,Não Informado,0.088
1206,WALK THE MOON,551.5,100.0,0.079
1207,Empire Of The Sun,551.2,300.0,0.183
1208,George Strait,550.9,100.0,0.231
1209,Ashanti,550.3,100.0,0.168
1210,Aminé,548.3,100.0,0.06
1211,Bow Wow,547.4,200.0,0.111
1212,Rochak Kohli,546.4,100.0,0.013
1213,Sara Bareilles,545.3,200.0,0.084
1214,Y2K,545.2,100.0,0.107
1215,f(x),544.9,100.0,0.042
1216,The All-American Rejects,544.7,200.0,0.093
1217,Kay One,544.6,200.0,0.036
1218,Lary Over,543.4,100.0,0.048
1219,K'Naan,541.5,100.0,0.315
1220,Sevyn Streeter,537.9,100.0,0.114
1221,Malú,537.6,Não Informado,0.06
1222,Bridgit Mendler,536.7,200.0,0.037
1223,back number,536.6,100.0,0.013
1224,Bob Dylan,535.3,Não Informado,0.198
1225,Eiffel 65,534.7,200.0,0.087
1226,Colbie Caillat,533.3,100.0,0.074
1227,Erol Evgin,532.3,100.0,0.078
1228,Wanna One,531.2,100.0,0.043
1229,GReeeeN,531.1,Não Informado,0.096
1230,Heuss L'Enfoiré,531.0,200.0,0.197
1231,Chi Dân,528.3,100.0,0.028
1232,Pollo,527.7,200.0,0.089
1233,Marracash,526.7,Não Informado,0.277
1234,Pusho,526.6,100.0,0.033
1235,Richard Marx,526.0,100.0,0.214
1236,R-chord,524.5,Não Informado,0.066
1237,Playboi Carti,524.0,100.0,0.11
1238,Derya Uluğ,521.9,200.0,0.101
1239,Sławomir,521.9,100.0,0.036
1240,UM44K,519.6,200.0,0.058
1241,Coez,519.0,100.0,0.126
1242,Ailee,518.8,100.0,0.086
1243,Kemilly Santos,517.0,100.0,0.116
1244,Sinéad O'Connor,516.3,200.0,0.249
1245,Queens of the Stone Age,515.5,100.0,0.096
1246,Beastie Boys,515.5,100.0,0.114
1247,Jacob Forever,515.3,200.0,0.149
1248,Judas Priest,514.3,Não Informado,0.189
1249,Playa Limbo,514.1,100.0,0.089
1250,Johnny Cash,513.9,200.0,0.282
1251,Jimi Hendrix,513.6,100.0,0.13
1252,Soundgarden,512.6,100.0,0.139
1253,Annalisa,511.6,Não Informado,0.255
1254,Simon & Garfunkel,510.0,100.0,0.17
1255,Meat Loaf,508.1,100.0,0.193
1256,Paloma Mami,508.0,200.0,0.164
1257,Jefferson Moraes,506.9,100.0,0.061
1258,Aun Feeble Heart,505.5,100.0,0.029
1259,Emma Marrone,503.2,Não Informado,0.077
1260,Bonde da Stronda,502.7,100.0,0.06
1261,Starship,499.3,200.0,0.326
1262,K. Michelle,499.0,Não Informado,0.062
1263,Munhoz & Mariano,498.6,100.0,0.034
1264,Lilit Hovhannisyan,498.0,100.0,0.12
1265,Cole Swindell,496.6,100.0,0.19
1266,The xx,496.0,Não Informado,0.061
1267,Zendaya,495.1,100.0,0.054
1268,Hayley Kiyoko,495.0,100.0,0.07
1269,Fleetwood Mac,494.9,Não Informado,0.355
1270,Elisa,492.4,Não Informado,0.097
1271,Zaho,492.1,100.0,0.197
1272,OK Go,490.6,Não Informado,0.037
1273,Boef,490.5,Não Informado,0.173
1274,Momoiro Clover Z,489.9,Não Informado,0.078
1275,Lou Bega,489.7,100.0,0.16
1276,Amir,488.8,200.0,0.137
1277,Ayumi Hamasaki,487.4,Não Informado,0.136
1278,Young Money,487.0,100.0,0.07
1279,Hinder,486.0,100.0,0.121
1280,Theory of a Deadman,485.4,100.0,0.056
1281,Rage Against The Machine,484.7,100.0,0.19
1282,Colonel Reyel,484.4,100.0,0.039
1283,Gülben Ergen,484.3,100.0,0.086
1284,TVXQ,482.9,Não Informado,0.067
1285,Take That,482.2,Não Informado,0.144
1286,Las Ketchup,481.9,200.0,0.18
1287,Andreas Gabalier,481.8,100.0,0.067
1288,Gliss,481.7,200.0,0.017
1289,Showtek,480.9,200.0,0.021
1290,KARA,478.7,100.0,0.175
1291,Diddy – Dirty Money,478.3,100.0,0.063
1292,Deep Purple,476.9,200.0,0.175
1293,Karmin,475.1,100.0,0.066
1294,Vanilla Ice,474.2,100.0,0.155
1295,Ton Carfi,473.7,200.0,0.235
1296,Negramaro,472.1,Não Informado,0.074
1297,Nimo,472.0,Não Informado,0.068
1298,Mohombi,471.2,200.0,0.082
1299,Retrospect,470.7,100.0,0.041
1300,Luma Elpidio,470.0,200.0,0.118
1301,Big Shaq,469.9,100.0,0.038
1302,Bappi Lahiri,469.9,100.0,0.084
1303,BTOB,468.2,Não Informado,0.08
1304,Sachet Tandon,466.2,100.0,0.119
1305,Kell Smith,463.3,100.0,0.101
1306,Eva,462.5,100.0,0.067
1307,Cheryl,459.3,Não Informado,0.026
1308,Blackstreet,458.7,100.0,0.165
1309,Fridaynight to Sunday,458.4,100.0,0.103
1310,Hilary Duff,458.2,Não Informado,0.034
1311,Belanova,458.0,100.0,0.225
1312,A.R. Rahman,455.7,100.0,0.074
1313,Hương Tràm,455.1,200.0,0.058
1314,Sam Tsui,455.1,Não Informado,0.017
1315,Akcent,451.1,100.0,0.028
1316,Sigma,451.0,100.0,0.027
1317,Parampara Tandon,450.9,100.0,0.109
1318,Discopraise,450.6,100.0,0.093
1319,MØ,449.7,100.0,0.036
1320,Billy Currington,448.7,100.0,0.089
1321,Grimes,448.6,Não Informado,0.173
1322,Anaïs Delva,447.9,100.0,0.046
1323,Jaden Smith,447.9,100.0,0.038
1324,MC Guimê,446.9,100.0,0.028
1325,Vald,446.5,100.0,0.042
1326,Grace,446.1,100.0,0.066
1327,Alligatoah,445.7,Não Informado,0.073
1328,Chance the Rapper,445.4,100.0,0.051
1329,Sugarland,442.3,100.0,0.072
1330,Salmo,439.7,Não Informado,0.086
1331,Konshens,439.7,100.0,0.06
1332,Ofenbach,439.2,200.0,0.079
1333,Whitesnake,438.0,200.0,0.089
1334,Eve,437.8,100.0,0.16
1335,Simple Minds,434.8,100.0,0.163
1336,Rob Zombie,433.3,100.0,0.133
1337,Lalo Ebratt,431.7,100.0,0.061
1338,Paloma Faith,430.3,100.0,0.368
1339,Güliz Ayla,428.1,200.0,0.049
1340,Francesco Gabbani,427.9,100.0,0.034
1341,Yinglee Srijumpol,427.3,100.0,0.036
1342,Banda Vingadora,426.1,100.0,0.047
1343,Chung Ha,424.7,Não Informado,0.049
1344,December Avenue,424.0,200.0,0.133
1345,Jojo Maronttinni,423.0,100.0,0.032
1346,Aaliyah,422.4,Não Informado,0.027
1347,Skylar Grey,421.7,100.0,0.057
1348,K-Ci & JoJo,420.4,100.0,0.114
1349,Jay Rock,419.6,100.0,0.048
1350,Tyrese,418.8,100.0,0.137
1351,Maejor Ali,418.3,100.0,0.031
1352,Anastacia,417.9,Não Informado,0.131
1353,Elettra Lamborghini,417.1,100.0,0.052
1354,Onze:20,416.1,Não Informado,0.043
1355,Janet Jackson,416.0,Não Informado,0.208
1356,Rei,414.9,100.0,0.877
1357,Lil' Kleine,413.2,Não Informado,0.028
1358,Veysel,412.2,Não Informado,0.058
1359,Toygar Işıklı,411.2,100.0,0.11
1360,Route 94,410.2,100.0,0.113
1361,Sheck Wes,409.6,100.0,0.098
1362,3OH!3,409.4,100.0,0.034
1363,P-HOT,408.5,100.0,0.047
1364,Aastha Gill,404.9,100.0,0.133
1365,Counting Crows,401.9,100.0,0.126
1366,Max Pezzali,400.7,Não Informado,0.115
1367,Bella Thorne,400.4,100.0,0.015
1368,Cher,400.0,100.0,0.399
1369,Eypio,399.1,100.0,0.061
1370,Metro Boomin,398.6,Não Informado,1.004
1371,Tokio Hotel,398.4,Não Informado,0.046
1372,Vanessa Carlton,397.9,100.0,0.093
1373,Eva Simons,396.7,100.0,0.043
1374,Łobuzy,396.5,200.0,0.113
1375,Mario Bautista,395.8,100.0,0.083
1376,Village People,395.6,100.0,0.069
1377,Example,394.5,100.0,0.044
1378,Thegiornalisti,394.3,100.0,0.073
1379,Massive Attack,394.0,Não Informado,0.077
1380,Tom Petty,393.4,100.0,0.118
1381,Sarah Connor,391.6,Não Informado,0.079
1382,Emeli Sandé,391.6,Não Informado,0.041
1383,Grebz,390.1,100.0,0.039
1384,Lamyai Haithongkham,390.0,100.0,0.015
1385,Infinite,388.1,Não Informado,0.038
1386,The Band Perry,387.9,100.0,0.053
1387,MC Tati Zaqui,387.8,Não Informado,0.019
1388,Shivam Pathak,385.5,100.0,0.099
1389,Lifehouse,384.7,100.0,0.059
1390,Azealia Banks,383.3,100.0,0.033
1391,VIXX,382.6,Não Informado,0.03
1392,Normani,382.0,200.0,0.137
1393,Lupe Fiasco,381.8,100.0,0.035
1394,Nargiz,381.2,100.0,0.051
1395,Natalie Imbruglia,380.2,100.0,0.11
1396,Jazmine Sullivan,378.7,Não Informado,0.166
1397,Thepparit Imsudsumran,377.4,100.0,0.031
1398,Nek,373.9,100.0,0.097
1399,Vitaa,373.6,100.0,0.067
1400,Kavinsky,371.0,100.0,0.076
1401,American Authors,369.2,100.0,0.047
1402,Dosseh,367.9,Não Informado,0.042
1403,James Morrison,367.5,100.0,0.035
1404,Namika,367.4,100.0,0.047
1405,La Ley,367.0,100.0,0.084
1406,Gesu no Kiwami Otome,366.1,Não Informado,0.03
1407,Kelsea Ballerini,365.9,Não Informado,0.09
1408,Tom and Angela,365.1,100.0,0.006
1409,K.Will,364.5,100.0,0.093
1410,Giorgia,363.7,Não Informado,0.046
1411,Woodkid,363.1,100.0,0.081
1412,Beck,361.9,100.0,0.079
1413,Bomfunk MC's,361.5,100.0,0.12
1414,Enigma,360.2,100.0,0.11
1415,Gnarls Barkley,358.1,200.0,0.236
1416,Alice Cooper,358.0,100.0,0.081
1417,Guru Josh,357.7,100.0,0.101
1418,Matt Hunter,357.7,100.0,0.019
1419,Alice Merton,357.1,100.0,0.08
1420,Cassie,356.8,100.0,0.105
1421,Seeed,356.5,Não Informado,0.055
1422,Bad Meets Evil,353.9,200.0,0.064
1423,Marc Seguí,353.6,100.0,0.288
1424,Rebecca Black,353.6,100.0,0.023
1425,Ruth B,353.5,100.0,0.112
1426,London Grammar,352.9,Não Informado,0.093
1427,Priyanka Chopra,351.9,100.0,0.054
1428,RUN-DMC,350.9,100.0,0.089
1429,Arizona Zervas,350.8,100.0,0.097
1430,Warren G,350.7,100.0,0.104
1431,Mika Singh,350.3,100.0,0.076
1432,Margaret,349.8,Não Informado,0.036
1433,Twister El Rey,347.7,100.0,0.045
1434,Technotronic,347.1,100.0,0.121
1435,Kate Bush,346.2,100.0,0.261
1436,Gianluca Vacchi,345.6,100.0,0.028
1437,Hurts,343.4,Não Informado,0.052
1438,Amy Macdonald,340.6,100.0,0.122
1439,Farid Bang,340.5,Não Informado,0.036
1440,Claudio Capéo,339.4,100.0,0.073
1441,Sage The Gemini,339.0,200.0,0.022
1442,Icona Pop,336.9,100.0,0.049
1443,Apocalyptica,335.4,Não Informado,0.116
1444,Ketsumeishi,335.0,200.0,0.064
1445,MC João,331.9,100.0,0.027
1446,Superfly,329.9,100.0,0.073
1447,Lena,329.0,Não Informado,0.028
1448,Tacabro,326.7,200.0,0.049
1449,Yohani,326.4,100.0,0.066
1450,Sukima Switch,325.8,100.0,0.059
1451,Natasha Bedingfield,323.2,100.0,0.057
1452,Janelle Monáe,320.7,Não Informado,0.042
1453,Wagakki Band,319.8,100.0,0.044
1454,Feder,318.0,200.0,0.064
1455,CLC,317.5,Não Informado,0.033
1456,Klingande,316.4,100.0,0.025
1457,Ryan Higa,314.0,Não Informado,0.009
1458,Adel Tawil,312.8,Não Informado,0.043
1459,Echosmith,312.5,100.0,0.05
1460,Misia,311.8,Não Informado,0.081
1461,Alien Ant Farm,311.5,100.0,0.111
1462,Wyclef Jean,310.9,200.0,0.091
1463,Cee Lo Green,310.2,100.0,0.026
1464,Ronnie Flex,307.2,Não Informado,0.018
1465,Evaluna Montaner,306.5,200.0,0.031
1466,Paolo Nutini,306.1,Não Informado,0.062
1467,Robyn,306.0,Não Informado,0.039
1468,Claudia Leitte,305.4,Não Informado,0.032
1469,Elle King,304.5,100.0,0.1
1470,Salt-N-Pepa,304.3,200.0,0.076
1471,Vanessa Hudgens,303.0,100.0,0.007
1472,Lykke Li,302.5,Não Informado,0.034
1473,Ashley Tisdale,302.5,Não Informado,0.012
1474,Francesco Renga,302.1,Não Informado,0.034
1475,Jidenna,301.4,Não Informado,0.03
1476,MC Gui,301.3,Não Informado,0.008
1477,Rednex,300.6,100.0,0.132
1478,Belinda,299.8,Não Informado,0.063
1479,Die Toten Hosen,297.7,Não Informado,0.084
1480,Pacheco,295.6,100.0,0.022
1481,Ermal Meta,294.6,Não Informado,0.036
1482,Shontelle,293.7,100.0,0.041
1483,The Veronicas,293.5,100.0,0.053
1484,Israel Novaes,293.3,Não Informado,0.016
1485,The-Dream,292.2,Não Informado,0.061
1486,Olexesh,290.8,100.0,0.04
1487,Manu Gavassi,289.6,Não Informado,0.015
1488,DJ Sem,288.6,100.0,0.02
1489,Gianluca Grignani,287.2,100.0,0.341
1490,Flower,287.1,Não Informado,0.058
1491,Bausa,286.0,100.0,0.038
1492,Hooverphonic,285.6,100.0,0.1
1493,Trịnh Đình Quang,285.1,100.0,0.021
1494,Kelis,284.3,Não Informado,0.057
1495,Near,283.2,100.0,0.045
1496,O-Zone,282.7,100.0,0.123
1497,Robert Miles,282.1,100.0,0.105
1498,Chyno Miranda,281.9,100.0,0.022
1499,Afroman,280.8,100.0,0.114
1500,Aloe Blacc,280.0,Não Informado,0.032
1501,Estelle,279.8,100.0,0.084
1502,Kardinal Offishall,279.5,100.0,0.094
1503,Brandon Beal,279.5,100.0,0.053
1504,BoA,279.3,Não Informado,0.046
1505,Cleopatra Stratan,278.9,Não Informado,0.08
1506,Stereoact,277.7,100.0,0.03
1507,Veysel Mutlu,277.4,100.0,0.029
1508,Isyana Sarasvati,276.4,100.0,0.048
1509,Jeff Buckley,273.4,100.0,0.048
1510,Plain White T's,272.2,Não Informado,0.029
1511,Darude,270.2,100.0,0.061
1512,N.E.R.D,268.5,100.0,0.028
1513,Natalie La Rose,268.4,100.0,0.023
1514,MCs Pikeno e Menor,268.4,100.0,0.004
1515,Midnight Oil,267.3,100.0,0.076
1516,Charly Black,266.2,Não Informado,0.051
1517,Daniel Powter,266.0,100.0,0.068
1518,Arcade Fire,265.1,Não Informado,0.048
1519,Hunter Hayes,264.7,Não Informado,0.037
1520,Anastasija Ražnatović,264.6,Não Informado,0.033
1521,Faithless,264.1,100.0,0.157
1522,Doğukan Manço,264.1,100.0,0.025
1523,After School,261.1,100.0,0.078
1524,Paweł Domagała,259.8,100.0,0.032
1525,Marteria,258.7,Não Informado,0.021
1526,Kristína,258.3,Não Informado,0.021
1527,Anahí,256.1,Não Informado,0.109
1528,Phillip Phillips,254.8,100.0,0.044
1529,NU'EST,253.4,100.0,0.04
1530,Clementino,253.4,Não Informado,0.024
1531,Ayse Hatun Önal,252.0,100.0,0.025
1532,David Bowie,251.9,Não Informado,0.047
1533,Cobra Starship,251.2,100.0,0.022
1534,Spyair,249.3,Não Informado,0.048
1535,Ella Henderson,248.1,100.0,0.023
1536,Wheatus,246.4,100.0,0.084
1537,Hanson,244.0,100.0,0.054
1538,Dev,243.8,Não Informado,0.014
1539,B.A.P,242.6,Não Informado,0.015
1540,Francesca Michielin,241.2,Não Informado,0.029
1541,Nick Cave & The Bad Seeds,240.2,Não Informado,0.069
1542,Hoa Vinh,239.2,100.0,0.119
1543,Kiiara,237.8,100.0,0.036
1544,Mylène Farmer,237.6,Não Informado,0.092
1545,Ayaka,237.2,Não Informado,0.033
1546,Tay Zonday,236.3,100.0,0.01
1547,Giusy Ferreri,234.7,Não Informado,0.039
1548,Alle Farben,233.5,Não Informado,0.015
1549,I LOVE MAKONNEN,233.2,100.0,0.035
1550,Marvin Gaye,233.0,100.0,0.085
1551,Paul McCartney,232.4,Não Informado,0.098
1552,Max Gazzè,232.3,Não Informado,0.026
1553,Kwabs,232.0,100.0,0.032
1554,Cesare Cremonini,231.4,Não Informado,0.06
1555,Ráfaga,230.4,Não Informado,0.054
1556,Yeah Yeah Yeahs,230.3,Não Informado,0.08
1557,Ghetto Phénomène,230.1,100.0,0.024
1558,Willow Smith,230.0,100.0,0.099
1559,MC Lon,229.3,Não Informado,0.016
1560,La Joaqui,229.1,Não Informado,1.747
1561,Martin Tungevaag,227.6,100.0,0.02
1562,Glasperlenspiel,226.6,100.0,0.028
1563,Daya,222.6,Não Informado,0.018
1564,HAIM,220.4,Não Informado,0.028
1565,Max Giesinger,219.7,Não Informado,0.033
1566,amazarashi,219.6,Não Informado,0.05
1567,Gestört aber GeiL,219.2,Não Informado,0.02
1568,Alex Mica,217.4,100.0,0.024
1569,GloRilla,216.5,Não Informado,0.856
1570,Steps,215.4,Não Informado,0.107
1571,Juan Karlos,213.4,100.0,0.037
1572,Xantos,212.7,100.0,0.03
1573,David Archuleta,212.6,100.0,0.041
1574,Pardison Fontaine,210.2,100.0,0.035
1575,Soul Asylum,209.5,100.0,0.071
1576,Crayon Pop,208.6,Não Informado,0.023
1577,Dulce María,207.3,Não Informado,0.033
1578,Loreen,207.3,100.0,0.027
1579,MC Bin Laden,206.4,100.0,0.008
1580,Valesca Popozuda,206.0,100.0,0.02
1581,Snakehips,205.9,Não Informado,0.02
1582,Pietro Lombardi,204.1,Não Informado,0.022
1583,Duffy,203.2,Não Informado,0.02
1584,Psirico,201.1,100.0,0.039
1585,Alex Clare,200.8,Não Informado,0.02
1586,The Avener,200.5,Não Informado,0.036
